'Currency to','Currency to'
'Rate', 'Rate'
'name','name'
'qty','qty'
'price','price'
'total','total'
'Additional charge:','Additional charge:'
'Add Item','Add Item'
'reduce','reduce'
'increase','increase'
'delete','delete'
'submit','submit'
